personID,name,dOB,pOB,height,weight,handedness,pid
1264,Borna Rendulic,1992-03-25,None,188,90,R,r/rendubo01
1265,Duncan Siemens,1993-09-07,"Edmonton, Alberta",190,95,L,s/siemedu01
1266,Colin Smith,1993-06-20,"Edmonton, Alberta",178,73,R,s/smithco01
1267,Barclay Goodrow,1993-02-26,"Toronto, Ontario",188,92,L,g/goodrba01
1268,Troy Grosenick,1989-08-27,"Brookfield, Wisconsin",185,86,None,g/grosetr01
1269,Melker Karlsson,1990-07-18,"Lycksele, Sweden",183,81,R,k/karlsme01
1270,Bryan Lerg,1986-01-20,"Livonia, Michigan",178,79,L,l/lergbr01
1271,Mirco Mueller,1995-03-21,"Winterthur, Switzerland",190,95,L,m/muellmi01
1272,Daniil Tarasov,1991-06-20,"Moscow, USSR",178,83,L,t/tarasda01
1273,Chris Tierney,1994-07-01,"Keswick, Ontario",185,92,L,t/tiernch01
1274,Josh Anderson,1994-05-07,"Burlington, Ontario",190,102,R,a/anderjo05
1275,Marko Dano,1994-11-30,"Eisenstadt, Austria",180,91,L,d/danoma01
1276,Anton Forsberg,1992-11-27,"Harnosand, Sweden",188,79,None,f/forsban01
1277,Kerby Rychel,1994-10-07,"Torrance, California",185,93,L,r/rycheke01
1278,Frederic St. Denis,1986-01-23,"Greenfield Park, Quebec",180,86,L,s/stdenfr01
1279,Alexander Wennberg,1994-09-22,"Stockholm, Sweden",188,89,L,w/wennbal01
1280,Mark Alt,1991-10-18,"Kansas City, Missouri",193,90,R,a/altma01
1281,Pierre-Edouard Bellemare,1985-03-06,"Le Blanc-Mesnil, France",183,89,L,b/bellepi01
1282,Nick Cousins,1993-06-20,"Belleville, Ontario",180,83,L,c/cousini01
1283,Shayne Gostisbehere,1993-04-20,"Pembroke Pines, Florida",180,81,L,g/gostish01
1284,Petr Straka,1992-06-15,"Pizen, Czechoslovakia",185,83,L,s/strakpe01
1285,Rob Zepp,1981-09-07,"Newmarket, Ontario",185,87,None,z/zeppro01
1286,NJD Bench,None,None,None,None,None,/coaches/benchnj01c.html
1287,Seth Helgeson,1990-10-08,"Faribault, Minnesota",193,99,L,h/helgese01
1288,Raman Hrabarenka,1992-08-24,"Mogilev, Belarus",190,96,R,h/hrabara01
1289,Damon Severson,1994-08-07,"Melville, Saskatchewan",188,92,R,s/severda01
1290,Bill Peters,1965-01-13,"Three Hills, Alberta",None,None,None,/coaches/peterbi99c.html
1291,Danny Biega,1991-09-29,"Montreal, Quebec",183,92,R,b/biegada01
1292,Patrick Brown,1992-05-29,"Bloomfield Hills, Michigan",185,95,R,b/brownpa02
1293,Keegan Lowe,1993-03-29,"Greenwich, Connecticut",188,86,L,l/loweke02
1294,Victor Rask,1993-03-01,"Leksand, Sweden",188,90,L,r/raskvi01
1295,Rasmus Rissanen,1991-07-13,"Kuopio, Finland",190,98,L,r/rissara01
1296,Justin Shugg,1991-12-24,"Niagara Falls, Ontario",180,83,R,s/shuggju01
1297,Brody Sutter,1991-09-26,"Viking, Alberta",196,92,R,s/suttebr05
1298,Brendan Woods,1992-06-11,"Humboldt, Saskatchewan",193,95,L,w/woodsbr01
1299,Casey Bailey,1991-10-27,"Anchorage, Alaska",190,88,R,b/baileca01
1300,Sam Carrick,1992-02-04,"Markham, Ontario",183,90,R,c/carrisa01
1301,Brandon Kozun,1990-03-08,"Los Angeles, California",173,75,None,k/kozunbr01
1302,Andrew MacWilliam,1990-03-25,"Calgary, Alberta",188,97,L,m/macwian01
1303,Stuart Percy,1993-05-18,"Oakville, Ontario",185,84,L,p/percyst01
1304,Todd Nelson,1969-05-11,"Prince Albert, Saskatchewan",183,91,L,/coaches/nelsoto01c.html
1305,Laurent Brossoit,1993-03-23,"Port Alberni, British Columbia",190,92,None,b/brossla01
1306,Tyler Bunz,1992-02-11,"Regina, Saskatchewan",185,92,None,b/bunzty01
1307,Brandon Davidson,1991-08-21,"Taber, Alberta",188,94,L,d/davidbr01
1308,Leon Draisaitl,1995-10-27,"Cologne, Germany",188,94,L,d/draisle01
1309,Curtis Hamilton,1991-12-04,"Tacoma, Washington",188,94,None,h/hamilcu01
1310,Andrew Miller,1988-09-18,"Bloomfield Hills, Michigan",178,82,R,m/millean01
1311,David Musil,1993-04-09,"Calgary, Alberta",193,93,L,m/musilda01
1312,Darnell Nurse,1995-02-04,"Hamilton, Ontario",193,100,L,n/nurseda01
1313,Jordan Oesterle,1992-06-25,"Dearborn Heights, Michigan",183,82,L,o/oestejo01
1314,Iiro Pakarinen,1991-08-25,"Loviisa, Finland",185,96,R,p/pakarii01
1315,Bogdan Yakimov,1994-10-04,"Nizhnekamsk, Russian Federation",196,91,None,y/yakimbo01
1316,Louis Domingue,1992-03-06,"St-Hyacinthe, Quebec",190,94,None,d/dominlo01
1317,Tyler Gaudet,1993-04-04,"Hamilton, Ontario",190,92,L,g/gaudety01
1318,Justin Hodgman,1988-06-27,"Brampton, Ontario",185,92,None,h/hodgmju01
1319,Jordan Martinook,1992-07-25,"Brandon, Manitoba",185,92,L,m/martijo01
1320,Tobias Rieder,1993-01-10,"Landshut, Germany",180,85,L,r/riedeto01
1321,Henrik Samuelsson,1994-02-07,"Pittsburgh, Pennsylvania",190,98,R,s/samuehe01
1322,Brendan Shinnimin,1991-01-07,"East Saint Paul, Manitoba",178,82,L,s/shinnbr01
1323,Joel Armia,1993-05-31,"Pori, Finland",193,96,R,a/armiajo01
1324,Andrey Makarov,1993-04-20,"Kazan, Russian Federation",185,87,None,m/makaran01
1325,Sam Reinhart,1995-11-06,"West Vancouver, British Columbia",188,87,R,r/reinhsa01
1326,Tim Schaller,1990-11-16,"Merrimack, New Hampshire",188,92,L,s/schalti01
1327,Chandler Stephenson,1994-04-22,"Saskatoon, Saskatchewan",183,92,L,s/stephch02
1328,Jason Dickinson,1995-07-04,"Georgetown, Ontario",188,90,L,d/dickija01
1329,Radek Faksa,1994-01-09,"Vitkov, Czech Republic",190,99,L,f/faksara01
1330,Mattias Janmark,1992-12-08,"Stockholm, Sweden",185,88,L,j/janmama02
1331,Stephen Johns,1992-04-18,"Ellwood City, Pennsylvania",193,102,R,j/johnsst03
1332,Esa Lindell,1994-05-23,"Vantaa, Finland",190,99,L,l/lindees01
1333,Devin Shore,1994-07-19,"Ajax, Ontario",185,93,L,s/shorede01
1334,Jordan Binnington,1993-07-11,"Richmond Hill, Ontario",185,78,None,b/binnijo01
1335,Pheonix Copley,1992-01-18,"North Pole, Alaska",193,89,None,c/copleph01
1336,Joel Edmundson,1993-06-28,"Brandon, Manitoba",193,102,L,e/edmunjo01
1337,Robby Fabbri,1996-01-22,"Mississauga, Ontario",178,86,L,f/fabbrro01
1338,Colton Parayko,1993-05-12,"St. Albert, Alberta",198,104,R,p/parayco01
1339,Mike Sullivan,1968-02-27,"Marshfield, United States",188,92,L,/coaches/sullimi01c.html
1340,Josh Archibald,1992-10-06,"Regina, Saskatchewan",178,79,R,a/archijo01
1341,Tom Kuhnhackl,1992-01-21,"Landshut, Germany",188,86,L,k/kuhnhto01
1342,Matt Murray,1994-05-25,"Thunder Bay, Ontario",193,80,None,m/murrama02
1343,Sergei Plotnikov,1990-06-03,"Komsomolsk, USSR",188,91,L,p/plotnse01
1344,Conor Sheary,1992-06-08,"Winchester, Massachusetts",175,80,L,s/shearco01
1345,Dominik Simon,1994-08-08,"Prague, Czech Republic",180,86,L,s/simondo01
1346,Daniel Sprong,1997-03-17,"Amsterdam, Netherlands",183,90,R,s/spronda01
1347,Oskar Sundqvist,1994-03-23,"Boden, Sweden",190,94,R,s/sundqos01
1348,Nick Ritchie,1995-12-05,"Orangeville, Ontario",188,104,L,r/ritchni01
1349,Shea Theodore,1995-08-03,"Langley, British Columbia",188,88,L,t/theodsh01
1350,Erik Gustafsson,1992-03-14,"Nynashamn, Sweden",183,89,L,g/gustaer02
1351,Vinnie Hinostroza,1994-04-03,"Chicago, Illinois",178,80,R,h/hinosvi01
1352,Tanner Kero,1992-07-24,"Hancock, Michigan",183,83,L,k/kerota01
1353,Mark McNeill,1993-02-22,"Langley, British Columbia",188,97,R,m/mcneima01
1354,Artemi Panarin,1991-10-30,"Korkino, USSR",180,77,R,p/panarar01
1355,Dennis Rasmussen,1990-07-03,"Vasteras, Sweden",190,87,R,r/rasmude01
1356,Viktor Svedberg,1991-05-24,"Gothenburg, Sweden",203,107,L,s/svedbvi01
1357,Viktor Tikhonov,1988-05-12,"Riga, USSR",188,85,R,t/tikhovi01
1358,Connor Brickley,1992-02-25,"Everett, Massachusetts",183,92,L,b/brickco01
1359,Mike Matheson,1994-02-27,"Pointe-Claire, Quebec",188,85,L,m/mathemi01
1360,John McFarland,1992-04-02,"Richmond Hill, Ontario",183,95,R,m/mcfarjo01
1361,Kyle Rau,1992-10-24,"Eden Prairie, Minnesota",173,79,L,r/rauky01
1362,Brent Regner,1989-05-17,"Westlock, Alberta",180,85,R,r/regnebr01
1363,Logan Shaw,1991-10-05,"Glace Bay, Nova Scotia",190,94,R,s/shawlo01
1364,Nic Dowd,1990-05-27,"Huntsville, Alabama",185,87,R,d/dowdni01
1365,Derek Forbort,1992-03-04,"Duluth, Minnesota",193,99,L,f/forbode01
1366,Kevin Gravel,1992-03-06,"Kingsford, Michigan",193,92,L,g/graveke01
1367,Michael Mersch,1992-10-02,"Park Ridge, Illinois",188,95,L,m/merscmi01
1368,Jordan Weal,1992-04-15,"North Vancouver, British Columbia",178,81,R,w/wealjo01
1369,Marek Hrivik,1991-08-28,"Cadca, Czechoslovakia",188,89,R,h/hrivima01
1370,Brady Skjei,1994-03-26,"Lakeville, Minnesota",190,95,L,s/skjeibr01
1371,Jean-Francois Berube,1991-07-13,"Repentigny, Quebec",185,79,None,b/berubje02
1372,Christopher Gibson,1992-12-27,"Karkkila, Finland",188,98,None,g/gibsoch01
1373,Ross Johnston,1994-02-18,"Charlottetown, Prince Edward Island",196,105,L,j/johnsro02
1374,Adam Pelech,1994-08-16,"Toronto, Ontario",190,96,L,p/pelecad01
1375,Ryan Pulock,1994-10-06,"Dauphin, Manitoba",188,99,R,p/pulocry01
1376,Alan Quine,1993-02-25,"Belleville, Ontario",183,92,L,q/quineal01
1377,Ryan Carpenter,1991-01-18,"Oviedo, Florida",183,90,R,c/carpery01
1378,Dylan DeMelo,1993-05-01,"London, Ontario",185,87,R,d/demeldy01
1379,Joonas Donskoi,1992-04-13,"Raahe, Finland",183,86,R,d/donskjo01
1380,Nikolay Goldobin,1995-10-07,"Moscow, Russian Federation",180,88,L,g/goldoni01
1381,Yanni Gourde,1991-12-15,"Saint-Narcisse, Quebec",175,78,L,g/gourdya01
1382,Joel Vermin,1992-02-05,"Bern, Switzerland",180,87,L,v/vermijo01
1383,Dave Hakstol,1968-07-30,"Drayton Valley, Alberta",None,None,None,/coaches/hakstda99c.html
1384,Taylor Leier,1994-02-15,"Saskatoon, Saskatchewan",180,81,L,l/leierta01
1385,Evgeny Medvedev,1982-08-27,"Chelyabinsk, USSR",190,84,L,m/medveev01
1386,Juuse Saros,1995-04-19,"Forssa, Finland",180,81,None,s/sarosju01
1387,Jeff Blashill,1973-12-10,"Detroit, United States",None,None,None,/coaches/blashje99c.html
1388,Andreas Athanasiou,1994-08-06,"Woodbridge, Ontario",188,86,L,a/athanan01
1389,Dylan Larkin,1996-07-30,"Waterford, Michigan",185,89,L,l/larkidy01
1390,Anthony Mantha,1994-09-16,"Longueuil, Quebec",196,106,L,m/manthan01
1391,Tomas Nosek,1992-09-01,"Pardubice, Czechoslovakia",188,92,L,n/nosekto01
1392,Noel Acciari,1991-12-01,"Johnston, Rhode Island",178,94,R,a/acciano01
1393,Tommy Cross,1989-09-12,"Hartford, Connecticut",190,91,L,c/crossto01
1394,Joonas Kemppainen,1988-04-07,"Kajaani, Finland",190,101,L,k/kemppjo01
1395,Colin Miller,1992-10-29,"Sault Ste. Marie, Ontario",185,90,R,m/milleco02
1396,Tyler Randell,1991-06-15,"Scarborough, Ontario",185,89,R,r/randety01
1397,Frank Vatrano,1994-03-14,"East Longmeadow, Massachusetts",180,89,L,v/vatrafr01
1398,John Torchetti,1965-07-09,"Boston, United States",None,None,None,/coaches/torchjo99c.html
1399,Christoph Bertschy,1994-04-05,"Fribourg, Switzerland",178,84,R,b/bertsch02
1400,Kurtis Gabriel,1993-04-20,"Newmarket, Ontario",198,96,R,g/gabriku01
1401,Michael Keranen,1990-01-04,None,185,79,L,k/keranmi01
1402,Gustav Olofsson,1994-12-01,"Boras, Sweden",190,88,L,o/olofsgu01
1403,Mike Reilly,1993-07-13,"Chicago, Illinois",185,90,L,r/reillmi01
1404,Trevor Carrick,1994-07-04,"Stouffville, Ontario",188,92,L,c/carritr01
1405,Phillip Di Giuseppe,1993-10-09,"Toronto, Ontario",183,87,L,d/digiuph01
1406,Noah Hanifin,1997-01-25,"Boston, Massachusetts",190,97,L,h/hanifno01
1407,Brock McGinn,1994-02-02,"Fergus, Ontario",183,84,L,m/mcginbr01
1408,Brett Pesce,1994-11-15,"Tarrytown, New York",193,91,R,p/pescebr01
1409,Derek Ryan,1986-12-29,"Spokane, Washington",178,83,R,r/ryande01
1410,Jaccob Slavin,1994-05-01,"Denver, Colorado",190,96,L,s/slavija01
1411,Sergey Tolchinsky,1995-02-03,"Moscow, Russian Federation",173,77,L,t/tolchse01
1412,Fredrik Claesson,1992-11-24,"Stockholm, Sweden",185,88,L,c/claesfr01
1413,Ryan Dzingel,1992-03-09,"Wheaton, Illinois",183,86,L,d/dzingry01
1414,Ben Harpur,1995-01-12,"Hamilton, Ontario",198,104,L,h/harpube01
1415,Max McCormick,1992-05-01,"De Pere, Wisconsin",180,85,L,m/mccorma01
1416,Matt O'Connor,1992-02-14,"Sault Ste. Marie, Ontario",198,92,None,o/oconnma01
1417,Nick Paul,1995-03-20,"Mississauga, Ontario",190,102,L,p/paulni01
1418,Buddy Robinson,1991-08-30,"Bellmawr, New Jersey",198,102,R,r/robinbu01
1419,Chris Wideman,1990-01-07,"St. Louis, Missouri",178,83,R,w/widemch01
1420,John Hynes,1975-02-10,"Warwick, United States",None,None,None,/coaches/hynesjo01c.html
1421,Joseph Blandisi,1994-06-18,"Markham, Ontario",183,82,L,b/blandjo01
1422,Sergey Kalinin,1991-03-17,"Omsk, USSR",190,90,L,k/kalinse01
1423,Vojtech Mozik,1992-12-26,"Prague, Czechoslovakia",190,90,R,m/mozikvo01
1424,Brian O'Neill,1988-06-01,"Yardley, Pennsylvania",175,78,L,o/oneilbr01
1425,Blake Pietila,1993-02-20,"Milford, Michigan",180,90,L,p/pietibl01
1426,Steven Santini,1995-03-07,"Bronxville, New York",188,92,R,s/santist01
1427,Paul Thompson,1988-11-30,"Methuen, Massachusetts",185,90,R,t/thomppa02
1428,Scott Wedgewood,1992-08-14,"Brampton, Ontario",188,92,None,w/wedgesc01
1429,Miles Wood,1995-09-13,"Buffalo, New York",188,88,L,w/woodmi01
1430,Pavel Zacha,1997-04-06,"Brno, Czech Republic",190,95,L,z/zachapa01
1431,Chris Bigras,1995-02-22,"Orillia, Ontario",185,86,L,b/bigrach01
1432,Andrew Bodnarchuk,1988-07-11,"Drumheller, Alberta",180,88,L,b/bodnaan01
1433,Andreas Martinsen,1990-06-13,"Baerum, Norway",190,103,L,m/martian01
1434,Mikko Rantanen,1996-10-29,"Nousiainen, Finland",193,97,L,r/rantami01
1435,Roman Will,1992-05-22,"Plzen, Czechoslovakia",185,88,None,w/willro01
1436,Daniel Carr,1991-11-01,"Sherwood Park, Alberta",183,84,L,c/carrda01
1437,Mike Condon,1990-04-27,"Holliston, Massachusetts",188,88,None,c/condomi01
1438,Darren Dietz,1993-07-17,"Medicine Hat, Alberta",185,91,R,d/dietzda01
1439,Morgan Ellis,1992-04-30,"Summerside, Prince Edward Island",185,95,R,e/ellismo01
1440,Joel Hanley,1991-06-08,"Keswick, Ontario",180,86,L,h/hanlejo01
1441,Bud Holloway,1988-03-01,"Wapella, Saskatchewan",183,91,R,h/hollobu01
1442,Charles Hudon,1994-06-23,"Alma, Quebec",178,84,L,h/hudonch01
1443,Ryan Johnston,1992-02-14,"Sudbury, Ontario",178,81,R,j/johnsry02
1444,Brett Lernout,1995-09-24,"Winnipeg, Manitoba",193,97,R,l/lernobr01
1445,Charlie Lindgren,1993-12-18,"Lakeville, Minnesota",185,82,None,l/lindgch01
1446,Michael McCarron,1995-03-07,"Grosse Pointe, Michigan",198,105,R,m/mccarmi01
1447,Justin Bailey,1995-07-01,"Buffalo, New York",193,97,R,b/baileju01
1448,Daniel Catenacci,1993-03-09,"Richmond Hill, Ontario",178,87,L,c/catenda01
1449,Jack Eichel,1996-10-28,"North Chelmsford, Massachusetts",188,96,R,e/eicheja01
1450,Hudson Fasching,1995-07-28,"Milwaukee, Wisconsin",190,92,R,f/faschhu01
1451,Jason Kasdorf,1992-05-18,"Winnipeg, Manitoba",190,78,None,k/kasdoja01
1452,Casey Nelson,1992-07-18,"Wisconsin Rapids, Wisconsin",185,83,R,n/nelsoca01
1453,Cal O'Reilly,1986-09-30,"Toronto, Ontario",183,84,L,o/oreilca01
1454,Evan Rodrigues,1993-07-28,"Toronto, Ontario",180,83,R,r/rodriev01
1455,Cole Schneider,1990-08-26,"Williamsville, New York",188,89,L,s/schneco02
1456,Linus Ullmark,1993-07-31,"Lugnvik, Sweden",193,97,None,u/ullmali01
1457,Chase De Leo,1995-10-25,"La Mirada, California",175,83,L,d/deleoch01
1458,Nikolaj Ehlers,1996-02-14,"Aalborg, Denmark",183,78,L,e/ehlerni01
1459,Connor Hellebuyck,1993-05-19,"Commerce, Michigan",193,93,None,h/helleco01
1460,Scott Kosmachuk,1994-01-24,"Richmond Hill, Ontario",180,83,R,k/kosmasc01
1461,J.C. Lipon,1993-07-10,"Regina, Saskatchewan",183,86,R,l/liponj.01
1462,Josh Morrissey,1995-03-28,"Calgary, Alberta",183,88,L,m/morrijo04
1463,Nic Petan,1995-03-22,"Delta, British Columbia",175,79,L,p/petanni01
1464,Brandon Tanev,1991-12-31,"Toronto, Ontario",183,81,L,t/tanevbr01
1465,Laurent Dauphin,1995-03-26,"Repentigny, Quebec",185,85,None,d/dauphla01
1466,Max Domi,1995-03-02,"Winnipeg, Manitoba",178,87,L,d/domima01
1467,Niklas Treutle,1991-04-29,"Nuremberg, Germany",185,83,None,t/treutni01
1468,Turner Elson,1992-09-13,"New Westminster, British Columbia",183,82,L,e/elsontu01
1469,Garnet Hathaway,1991-11-23,"Kennebunkport, Maine",188,96,R,h/hathaga01
1470,Oliver Kylington,1997-05-19,"Stockholm, Sweden",183,83,L,k/kylinol01
1471,Jakub Nakladal,1987-12-30,"Hradec Kralove, Czechoslovakia",188,96,R,n/naklaja01
1472,Hunter Shinkaruk,1994-10-13,"Calgary, Alberta",178,82,L,s/shinkhu01
1473,Patrick Sieloff,1994-05-15,"Ann Arbor, Michigan",185,92,L,s/sielopa01
1474,Oliver Bjorkstrand,1995-04-10,"Herning, Denmark",183,80,R,b/bjorkol01
1475,Markus Hannikainen,1993-03-26,"Helsinki, Finland",185,90,L,h/hannima01
1476,Joonas Korpisalo,1994-04-28,"Pori, Finland",190,87,None,k/korpijo01
1477,Dean Kukan,1993-07-08,"Volketswil, Switzerland",188,84,L,k/kukande01
1478,Sonny Milano,1996-05-12,"Massapequa, New York",183,92,L,m/milanso01
1479,Alex Friesen,1991-01-30,"St. Catharines, Ontario",175,84,L,f/friesal01
1480,Brendan Gaunce,1994-03-25,"Sudbury, Ontario",188,98,L,g/gauncbr01
1481,Alexandre Grenier,1991-09-05,"Laval, Quebec",196,90,R,g/grenial01
1482,Ben Hutton,1993-04-20,"Brockville, Ontario",188,93,L,h/huttobe01
1483,Jared McCann,1996-05-31,"Stratford, Ontario",185,83,L,m/mccanja01
1484,Andrey Pedan,1993-07-03,"Kaunas, Lithuania",196,96,L,p/pedanan01
1485,Nikita Tryamkin,1994-08-30,"Yekaterinburg, Russian Federation",201,120,L,t/tryamni01
1486,Jake Virtanen,1996-08-17,"Langley, British Columbia",185,102,R,v/virtaja01
1487,Jujhar Khaira,1994-08-13,"Surrey, British Columbia",193,96,L,k/khairju01
1488,Connor McDavid,1997-01-13,"Richmond Hill, Ontario",185,87,L,m/mcdavco01
1489,Anton Slepyshev,1994-05-13,"Penza, Russian Federation",188,100,R,s/slepyan01
1490,Connor Brown,1994-01-14,"Toronto, Ontario",183,83,R,b/brownco02
1491,Byron Froese,1991-03-12,"Winkler, Manitoba",185,91,R,f/froesby01
1492,Frederik Gauthier,1995-04-26,"Laval, Quebec",196,108,L,g/gauthfr01
1493,Zach Hyman,1992-06-09,"Toronto, Ontario",185,95,R,h/hymanza01
1494,Kasperi Kapanen,1996-07-23,"Kuopio, Finland",185,87,R,k/kapanka01
1495,Brendan Leipsic,1994-05-19,"Winnipeg, Manitoba",178,81,L,l/leipsbr01
1496,Tobias Lindberg,1995-07-22,"Stockholm, Sweden",190,97,L,l/lindbto01
1497,Viktor Loov,1992-11-16,"Sodertalje, Sweden",185,96,L,l/loovvi01
1498,William Nylander,1996-05-01,"Calgary, Alberta",183,88,R,n/nylanwi01
1499,Nikita Soshnikov,1993-10-14,"Nizhny Tagil, Russian Federation",180,83,L,s/soshnni01
1500,Garret Sparks,1993-06-28,"Elmhurst, Illinois",190,92,None,s/sparkga01
1501,Rinat Valiev,1995-05-11,"Nizhnekamsk, Russian Federation",190,97,L,v/valieri01
1502,Riley Barber,1994-02-07,"Pittsburgh, Pennsylvania",183,89,R,b/barberi01
1503,Garrett Mitchell,1991-09-02,"Regina, Saskatchewan",180,83,R,m/mitchga01
1504,Zach Sanford,1994-11-09,"Salem, Massachusetts",193,93,L,s/sanfoza01
1505,Jakub Vrana,1996-02-28,"Prague, Czech Republic",183,88,L,v/vranaja01
1506,Jean-Sebastien Dea,1994-02-08,"Laval, Quebec",180,76,R,d/deaje01
1507,Jake Guentzel,1994-10-06,"Omaha, Nebraska",180,81,L,g/guentja01
1508,Tristan Jarry,1995-04-29,"Surrey, British Columbia",188,87,None,j/jarrytr01
1509,Carter Rowney,1989-05-10,"Grand Prairie, Alberta",185,94,R,r/rowneca01
1510,Gustav Forsling,1996-06-12,"Linkoping, Sweden",183,84,L,f/forslgu02
1511,John Hayden,1995-02-14,"Chicago, Illinois",190,101,R,h/haydejo01
1512,Michal Kempny,1990-09-08,"Hodonin, Czechoslovakia",185,88,L,k/kempnmi01
1513,Tyler Motte,1995-03-10,"St. Clair, Michigan",178,87,L,m/mottety01
1514,Nick Schmaltz,1996-02-23,"Madison, Wisconsin",183,80,R,s/schmani01
1515,Gabriel Carlsson,1997-01-02,"Orebro, Sweden",196,92,L,c/carlsga01
1516,Markus Nutivaara,1994-06-06,"Oulu, Finland",185,84,L,n/nutivma01
1517,Lukas Sedlak,1993-02-25,"Ceske Budejovice, Czech Republic",183,92,L,s/sedlalu01
1518,T.J. Tynan,1992-02-25,"Orland Park, Illinois",173,74,R,t/tynant.01
1519,Zach Werenski,1997-07-19,"Grosse Pointe, Michigan",188,98,L,w/werenza01
1520,Patrick Cannone,1986-08-09,"Bayport, New York",180,87,R,c/cannopa01
1521,Joel Eriksson Ek,1997-01-29,"Karlstad, Sweden",185,94,L,e/eriksjo02
1522,Zack Mitchell,1993-01-07,"Orangeville, Ontario",185,88,R,m/mitchza01
1523,Alex Tuch,1996-05-10,"Syracuse, New York",193,100,R,t/tuchal01
1524,Joseph Cramarossa,1992-10-26,"Toronto, Ontario",183,85,L,c/cramajo01
1525,Ondrej Kase,1995-11-08,"Kadan, Czech Republic",183,86,R,k/kaseon01
1526,Nicolas Kerdiles,1994-01-11,"Lewisville, Texas",188,90,L,k/kerdini01
1527,Kalle Kossila,1993-04-14,"Kauniainen, Finland",178,83,L,k/kossika01
1528,Jacob Larsson,1997-04-29,"Ljungby, Sweden",190,91,L,l/larssja01
1529,Jaycob Megna,1992-12-10,"Plantation, Florida",198,99,L,m/megnaja02
1530,Brandon Montour,1994-04-11,"Brantford, Ontario",183,87,R,m/montobr01
1531,Nick Sorensen,1994-10-23,"Farevejle, Denmark",185,82,R,s/sorenni01
1532,Matt Benning,1994-05-25,"Edmonton, Alberta",185,91,R,b/bennima01
1533,Drake Caggiula,1994-06-20,"Pickering, Ontario",178,79,L,c/caggidr01
1534,Jesse Puljujarvi,1998-05-07,"Alvkarleby, Sweden",193,91,R,p/puljuje01
1535,Dillon Simpson,1993-02-10,"Edmonton, Alberta",188,92,L,s/simpsdi01
1536,Artturi Lehkonen,1995-07-04,"Piikkio, Finland",183,79,L,l/lehkoar01
1537,Alexander Radulov,1986-07-05,"Nizhny Tagil, USSR",185,90,L,r/radulal01
1538,Nikita Scherbak,1995-12-30,"Moscow, Russian Federation",188,87,L,s/scherni01
1539,Mikhail Sergachev,1998-06-25,"Nizhnekamsk, Russian Federation",190,97,L,s/sergami01
1540,Pavel Buchnevich,1995-04-17,"Cherepovets, Russian Federation",190,88,L,b/buchnpa01
1541,Boo Nieves,1994-01-23,"Syracuse, New York",190,95,L,n/nievecr01
1542,Jimmy Vesey,1993-05-26,"Boston, Massachusetts",190,91,L,v/veseyji02
1543,Ivan Barbashev,1995-12-14,"Moscow, Russian Federation",183,84,L,b/barbaiv01
1544,Wade Megan,1990-07-22,"Canton, New York",185,86,L,m/meganwa01
1545,Jordan Schmaltz,1993-10-08,"Madison, Wisconsin",188,88,R,s/schmajo01
1546,Aaron Dell,1989-05-04,"Airdrie, Alberta",183,94,None,d/dellaa01
1547,Tim Heed,1991-01-27,"Gothenburg, Sweden",180,81,R,h/heedti01
1548,Kevin Labanc,1995-12-12,"Brooklyn, New York",180,83,R,l/labanke01
1549,Timo Meier,1996-10-08,"Herisau, Switzerland",183,95,L,m/meierti01
1550,Danny O'Regan,1994-01-30,"Berlin, Germany",175,79,R,o/oregada01
1551,Marcus Sorensen,1992-04-07,"Sodertalje, Sweden",180,79,L,s/sorenma01
1552,Thomas Chabot,1997-01-30,"Sainte-Marie, Quebec",188,86,L,c/chaboth01
1553,Christopher Didomenico,1989-02-20,"Toronto, Ontario",180,78,R,d/didomch01
1554,Andreas Englund,1996-01-21,"Stockholm, Sweden",190,85,L,e/engluan01
1555,Colin White,1997-01-30,"Boston, Massachusetts",185,89,R,w/whiteco02
1556,Bruce Cassidy,1965-05-20,"Ottawa, Ontario",180,79,L,/coaches/cassibr01c.html
1557,Anton Blidh,1995-03-14,"Molnlycke, Sweden",183,83,L,b/blidhan01
1558,Brandon Carlo,1996-11-26,"Colorado Springs, Colorado",196,96,R,c/carlobr01
1559,Peter Cehlarik,1995-08-02,"Zilina, Slovakia",188,91,L,c/cehlape01
1560,Austin Czarnik,1992-12-12,"Detroit, Michigan",175,77,R,c/czarnau01
1561,Jakob Forsbacka Karlsson,1996-10-31,"Stockholm, Sweden",185,83,R,f/forsbja01
1562,Matt Grzelcyk,1994-01-05,"Charlestown, Massachusetts",175,78,L,g/grzelma01
1563,Danton Heinen,1995-07-05,"Langley, British Columbia",185,85,L,h/heineda01
1564,Sean Kuraly,1993-01-20,"Dublin, Ohio",188,96,L,k/kuralse01
1565,Zane McIntyre,1992-08-20,"Grand Forks, North Dakota",188,93,None,m/mcintza01
1566,Rob O'Gara,1993-07-06,"Massapequa, New York",193,97,L,o/ogararo01
1567,Antoine Bibeau,1994-05-01,"Victoriaville, Quebec",190,92,None,b/bibeaan01
1568,Mitch Marner,1997-05-05,"Markham, Ontario",183,79,R,m/marnemi01
1569,Auston Matthews,1997-09-17,"San Ramon, California",190,99,L,m/matthau01
1570,Nikita Zaitsev,1991-10-29,"Moscow, USSR",188,90,R,z/zaitsni01
1571,Doug Weight,1971-01-21,"Warren, United States",180,91,L,/coaches/weighdo01c.html
1572,Mathew Barzal,1997-05-26,"Coquitlam, British Columbia",185,84,R,b/barzama01
